Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
84,tt0071141,2012-09-22,2012-09-22,(=75),Angst essen Seele auf,https://www.imdb.com/title/tt0071141/,movie,8.1,92,1974,"Drama, Romance",17005,1974-03-05,Rainer Werner Fassbinder
85,tt0064541,2012-09-22,2012-09-22,(=75),Kes,https://www.imdb.com/title/tt0064541/,movie,7.9,111,1969,"Drama, Family",17009,1969-11-19,Ken Loach
86,tt0065867,2012-09-22,2012-09-22,(=75),Husbands,https://www.imdb.com/title/tt0065867/,movie,7.4,131,1970,"Comedy, Drama",4633,1970-10-24,John Cassavetes
87,tt0065214,2012-09-22,2012-09-22,(=75),The Wild Bunch,https://www.imdb.com/title/tt0065214/,movie,7.9,135,1969,"Action, Adventure, Western",73468,1969-05-01,Sam Peckinpah
88,tt0073650,2012-09-22,2012-09-22,(=75),Salò o le 120 giornate di Sodoma,https://www.imdb.com/title/tt0073650/,movie,5.9,117,1975,"Drama, Horror, War",49732,1975-11-22,Pier Paolo Pasolini
89,tt0073195,2012-09-22,2012-09-22,(=75),Jaws,https://www.imdb.com/title/tt0073195/,movie,8.0,124,1975,"Adventure, Drama, Thriller",519549,1975-06-20,Steven Spielberg
90,tt0042804,2012-09-22,2012-09-22,(=75),Los olvidados,https://www.imdb.com/title/tt0042804/,movie,8.3,85,1950,"Crime, Drama",16601,1950-11-09,Luis Buñuel
91,tt0059592,2012-09-22,2012-09-22,,Pierrot le fou,https://www.imdb.com/title/tt0059592/,movie,7.6,110,1965,"Crime, Drama, Romance",25935,1965-08-29,Jean-Luc Godard
92,tt0020530,2012-09-22,2012-09-22,(=91),Un chien andalou,https://www.imdb.com/title/tt0020530/,short,7.7,16,1929,"Short, Fantasy, Horror",43011,1929-06-06,Luis Buñuel
93,tt0071315,2012-09-22,2012-09-22,(=91),Chinatown,https://www.imdb.com/title/tt0071315/,movie,8.2,130,1974,"Drama, Mystery, Thriller",272634,1974-06-20,Roman Polanski
94,tt0070359,2012-09-22,2012-09-22,(=91),La maman et la putain,https://www.imdb.com/title/tt0070359/,movie,8.0,217,1973,"Drama, Romance",4540,1973-05-17,Jean Eustache
95,tt0209933,2012-09-22,2012-09-22,(=91),Beau travail,https://www.imdb.com/title/tt0209933/,movie,7.4,92,1999,"Drama, War",7269,1999-09-04,Claire Denis
96,tt0079672,2012-09-22,2012-09-22,(=91),Opening Night,https://www.imdb.com/title/tt0079672/,movie,8.0,144,1977,Drama,8012,1977-12-25,John Cassavetes
97,tt0015864,2012-09-22,2012-09-22,(=91),The Gold Rush,https://www.imdb.com/title/tt0015864/,movie,8.2,95,1925,"Adventure, Comedy, Drama, Family",92008,1925-06-26,Charles Chaplin
98,tt0024803,2012-09-22,2012-09-22,(=91),Zéro de conduite: Jeunes diables au collège,https://www.imdb.com/title/tt0024803/,short,7.3,44,1933,"Short, Comedy, Drama",7145,1933-04-07,Jean Vigo
99,tt0077416,2012-09-22,2012-09-22,(=91),The Deer Hunter,https://www.imdb.com/title/tt0077416/,movie,8.1,183,1978,"Drama, War",290716,1978-12-08,Michael Cimino
100,tt0085180,2012-09-22,2012-09-22,(=91),L'argent,https://www.imdb.com/title/tt0085180/,movie,7.5,85,1983,"Crime, Drama",7349,1983-05-16,Robert Bresson
