Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
86,tt0045808,2016-09-21,2016-09-21,,Genevieve,https://www.imdb.com/title/tt0045808/,movie,7.1,86,1953,Comedy,2579,1953-04-19,Henry Cornelius
87,tt0066579,2016-09-21,2016-09-21,,Women in Love,https://www.imdb.com/title/tt0066579/,movie,7.3,131,1969,"Drama, Romance",6510,1969-11-13,Ken Russell
88,tt0058182,2016-09-21,2016-09-21,,A Hard Day's Night,https://www.imdb.com/title/tt0058182/,movie,7.6,87,1964,"Comedy, Music, Musical",37709,1964-07-06,Richard Lester
89,tt0035881,2016-09-21,2016-09-21,,Fires Were Started,https://www.imdb.com/title/tt0035881/,movie,6.5,63,1943,"Drama, War",896,1943-04-12,Humphrey Jennings
90,tt0093209,2016-09-21,2016-09-21,,Hope and Glory,https://www.imdb.com/title/tt0093209/,movie,7.3,113,1987,"Comedy, Drama, Romance",11751,1987-08-21,John Boorman
91,tt0151691,2016-09-21,2016-09-21,,My Name Is Joe,https://www.imdb.com/title/tt0151691/,movie,7.5,105,1998,"Drama, Romance",7176,1998-05-15,Ken Loach
92,tt0034891,2016-09-21,2016-09-21,,In Which We Serve,https://www.imdb.com/title/tt0034891/,movie,7.2,114,1942,"Drama, War",4748,1942-09-17,"Noël Coward, David Lean"
93,tt0090798,2016-09-21,2016-09-21,,Caravaggio,https://www.imdb.com/title/tt0090798/,movie,6.6,93,1986,"Biography, Drama, History, Romance",4819,1986-02-28,Derek Jarman
94,tt0046766,2016-09-21,2016-09-21,,The Belles of St. Trinian's,https://www.imdb.com/title/tt0046766/,movie,6.8,91,1954,"Comedy, Family",2158,1954-09-30,Frank Launder
95,tt0100024,2016-09-21,2016-09-21,,Life Is Sweet,https://www.imdb.com/title/tt0100024/,movie,7.5,103,1990,"Comedy, Drama",8201,1990-11-15,Mike Leigh
96,tt0070917,2016-09-21,2016-09-21,,The Wicker Man,https://www.imdb.com/title/tt0070917/,movie,7.5,88,1973,"Horror, Mystery, Thriller",62159,1973-12-06,Robin Hardy
97,tt0119792,2016-09-21,2016-09-21,,Nil by Mouth,https://www.imdb.com/title/tt0119792/,movie,7.3,128,1997,Drama,8092,1997-05-08,Gary Oldman
98,tt0114474,2016-09-21,2016-09-21,,Small Faces,https://www.imdb.com/title/tt0114474/,movie,7.0,108,1996,Drama,1386,1996-04-05,Gillies MacKinnon
99,tt0062782,2016-09-21,2016-09-21,,Carry On... Up the Khyber,https://www.imdb.com/title/tt0062782/,movie,6.8,88,1968,"Adventure, Comedy",4157,1968-11-28,Gerald Thomas
100,tt0087553,2016-09-21,2016-09-21,,The Killing Fields,https://www.imdb.com/title/tt0087553/,movie,7.8,141,1984,"Biography, Drama, History, War",48407,1984-11-02,Roland Joffé
