Const,Title,Sum
tt0060268,Cul-de-sac,7.142857142857143
tt0081070,The Long Good Friday,7.142857142857143
tt0019558,The Wedding March,7.142857142857143
tt0059113,Doctor Zhivago,7.1345029239766085
tt5052448,Get Out,7.106089687663584
tt0456149,Moartea domnului Lãzãrescu,7.077294685990338
tt0055928,Dr. No,7.067627494456763
tt0056736,L'eclisse,6.947661947661947
tt0066026,MASH,6.944444444444445
tt0071360,The Conversation,6.91424507213981
tt0078754,All That Jazz,6.913160630265893
tt0094336,Withnail & I,6.8721716623528435
tt0018737,Die Büchse der Pandora,6.81828900207508
tt0390384,Primer,6.818181818181818
tt0049233,Friendly Persuasion,6.818181818181818
tt0053714,Le ciel et la boue,6.818181818181818
tt3748528,Rogue One,6.818181818181818
tt0042041,White Heat,6.818181818181818
tt0017075,The Lodger: A Story of the London Fog,6.818181818181818
tt0057982,Culloden,6.818181818181818
tt8359842,It Must Be Heaven,6.818181818181818
tt0382189,My Summer of Love,6.818181818181818
tt0061605,Le départ,6.818181818181818
tt0090605,Aliens,6.7441860465116275
tt5311514,Kimi no na wa.,6.721698113207547
tt1187043,3 Idiots,6.718805545680768
tt0056732,El ángel exterminador,6.701899618823677
tt0266543,Finding Nemo,6.700304139845272
tt0044876,The Man in the White Suit,6.640260950605779
tt0083946,Fitzcarraldo,6.624203499203499
tt0039192,Black Narcissus,6.544684129429892
tt0048641,Sommarnattens leende,6.522648083623693
tt0063384,Ole dole doff,6.521739130434782
tt1298650,Pirates of the Caribbean: On Stranger Tides,6.521739130434782
tt0055801,Black Fox: The True Story of Adolf Hitler,6.521739130434782
tt0480025,This Is England,6.521739130434782
tt0050870,Pyaasa,6.521739130434782
tt0117477,Ridicule,6.521739130434782
tt0395543,Forty Shades of Blue,6.521739130434782
tt8738964,Kler,6.521739130434782
tt0119488,L.A. Confidential,6.474750795809483
tt2209418,Before Midnight,6.455754771544245
tt0297884,Far from Heaven,6.451048951048951
tt0066214,Performance,6.449175824175824
tt0110413,Léon,6.43002372077262
tt0052911,I'm All Right Jack,6.382978723404255
tt3716530,Elle,6.37298747763864
tt0003740,Cabiria,6.337108013937282
tt0078875,Die Blechtrommel,6.336527529641058
tt1790885,Zero Dark Thirty,6.318560772268539
tt0119164,The Full Monty,6.294695481335953
tt0064874,Rani radovi,6.25
tt0057459,Robert Frost: A Lover's Quarrel with the World,6.25
tt0013140,Foolish Wives,6.25
tt0047811,All That Heaven Allows,6.25
tt3469046,Despicable Me 3,6.25
tt0053146,Orfeu Negro,6.25
tt0120028,Robinson in Space,6.25
tt0451176,Quinceañera,6.25
tt0090521,The Singing Detective,6.25
tt8535968,Systemsprenger,6.25
tt5275892,O.J.: Made in America,6.25
tt0119828,On connaît la chanson,6.25
tt0090756,Blue Velvet,6.215255332902392
tt0382932,Ratatouille,6.007543069998448
tt0012532,Orphans of the Storm,6.0
tt0120449,La vie rêvée des anges,6.0
tt0058364,Le monde sans soleil,6.0
tt0834938,Padre Nuestro,6.0
tt5117326,International Falls,6.0
tt0057565,Tengoku to jigoku,5.996732026143791
tt0978759,Frozen River,5.966859227728793
tt0088847,The Breakfast Club,5.9620596205962055
tt0052080,Popiól i diament,5.926916221033869
tt0036342,Shadow of a Doubt,5.906551206090376
tt0120915,Star Wars: Episode I - The Phantom Menace,5.889631279386291
tt0091042,Ferris Bueller's Day Off,5.871212121212121
tt3783958,La La Land,5.865553305118173
tt0093191,Der Himmel über Berlin,5.823191345503719
tt0046303,Shane,5.817099567099567
tt0059145,The Eleanor Roosevelt Story,5.769230769230769
tt0064451,Xia nü,5.769230769230769
tt0079773,Radio On,5.769230769230769
tt8343886,La virgen de agosto,5.769230769230769
tt2277860,Finding Dory,5.769230769230769
tt0017423,Sparrows,5.769230769230769
tt0174330,Vénus beauté (institut),5.769230769230769
tt0054426,Une aussi longue absence,5.769230769230769
tt0053270,Shadows,5.769230769230769
tt0449467,Babel,5.769230769230769
tt0067647,I racconti di Canterbury,5.769230769230769
tt0059079,Da zui xia,5.714285714285714
tt1454468,Gravity,5.702405702405702
tt0111341,Sátántangó,5.697278911564626
tt0067185,Harold and Maude,5.682313136812631
tt0387898,Caché,5.652955149023935
tt0101985,Gu ling jie shao nian sha ren shi jian,5.651913875598086
tt0119349,The Ice Storm,5.64084871485251
tt0363589,Elephant,5.632420710219572
tt0056868,Billy Liar,5.632220795892169
tt0046511,Viaggio in Italia,5.626223091976517
tt0104753,The Long Day Closes,5.622977346278318
tt0027125,Top Hat,5.609909861248721
tt0058715,Il vangelo secondo Matteo,5.602240896358544
tt0066206,Patton,5.575629738322329
tt4034228,Manchester by the Sea,5.555555555555555
tt2268016,Magic Mike XXL,5.555555555555555
tt0216787,Le goût des autres,5.555555555555555
tt0114863,To vlemma tou Odyssea,5.555555555555555
tt7275830,Lara,5.555555555555555
tt0021571,Zemlya,5.555555555555555
tt1758692,Like Crazy,5.555555555555555
tt0051744,House on Haunted Hill,5.555555555555555
tt0069737,Ashani Sanket,5.555555555555555
tt0059894,The War Game,5.555555555555555
tt0060959,Sedmikrásky,5.53921568627451
tt0114388,Sense and Sensibility,5.5271242622685754
tt3040964,The Jungle Book,5.476190476190476
tt1049413,Up,5.40977750561339
tt0051980,Narayama bushikô,5.357142857142857
tt0056322,O Pagador de Promessas,5.357142857142857
tt5577494,Clemency,5.357142857142857
tt2013293,Kaze tachinu,5.357142857142857
tt0071155,The Apprenticeship of Duddy Kravitz,5.357142857142857
tt8682932,Lune de miel,5.357142857142857
tt0050613,Kumonosu-jô,5.357142857142857
tt0062244,La section Anderson,5.357142857142857
tt0006206,Les vampires,5.357142857142857
tt1014759,Alice in Wonderland,5.357142857142857
tt0072417,A Woman Under the Influence,5.352827382863172
tt0070379,Mean Streets,5.341746723290408
tt0061537,"Csillagosok, katonák",5.333951762523191
tt1675434,Intouchables,5.331276824034335
tt0098327,Der siebente Kontinent,5.3176403857061825
tt0469494,There Will Be Blood,5.313867496804235
tt6543652,Zimna wojna,5.313479623824451
tt0066580,Woodstock,5.261244888686961
tt0089755,Out of Africa,5.248756218905473
tt2278388,The Grand Budapest Hotel,5.2398989898989905
tt0058331,Mary Poppins,5.239762931034482
tt0062138,Point Blank,5.218516388729155
tt0056241,The Miracle Worker,5.205882352941177
tt0073948,Örökbefogadás,5.172413793103448
tt0032234,The Bank Dick,5.172413793103448
tt4468740,Paddington 2,5.172413793103448
tt0066122,Deep End,5.172413793103448
tt0018451,The Student Prince in Old Heidelberg,5.172413793103448
tt2948356,Zootopia,5.172413793103448
tt8751804,Anons,5.172413793103448
tt0063160,Journey Into Self,5.172413793103448
tt0024034,42nd Street,5.172413793103448
tt0327056,Mystic River,5.172413793103448
tt0246578,Donnie Darko,5.136833834029996
tt0069293,Solyaris,5.1332365583222686
tt0449059,Little Miss Sunshine,5.060634328358209
tt0066279,The Railway Children,5.05050505050505
tt0310154,In This World,5.034965034965035
tt0097202,Dip huet seung hung,5.028288543140028
tt0037059,Meet Me in St. Louis,5.027027027027027
tt0068361,Le charme discret de la bourgeoisie,5.020871985157699
tt0093713,Pelle erobreren,5.005561735261402
tt0077405,Days of Heaven,5.003072558865276
tt0108598,The Wrong Trousers,5.0
tt0064043,L'amour de la vie - Artur Rubinstein,5.0
tt0018684,Beggars of Life,5.0
tt8054608,"Gospod postoi, imeto i' e Petrunija",5.0
tt6053438,First Reformed,5.0
tt0103767,Baraka,5.0
tt0074988,Play for Today: Nuts in May,5.0
tt0903624,The Hobbit: An Unexpected Journey,5.0
tt0043386,Casque d'or,5.0
tt0074254,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",5.0
tt0338135,Les invasions barbares,5.0
tt0175880,Magnolia,4.973138933637545
tt0045793,From Here to Eternity,4.96172772006561
tt0060802,Ostre sledované vlaky,4.946262823644357
tt0050706,Mon oncle,4.928087986463622
tt8613070,Portrait de la jeune fille en feu,4.924242424242424
tt0375063,Sideways,4.912680521233153
tt0030341,The Lady Vanishes,4.845415778251599
tt0040536,Letter from an Unknown Woman,4.839841010053776
tt7876510,My Thoughts Are Silent,4.838709677419355
tt0075404,Voskhozhdenie,4.838709677419355
tt0049366,Invasion of the Body Snatchers,4.838709677419355
tt0054494,Zazie dans le métro,4.838709677419355
tt0018183,My Best Girl,4.838709677419355
tt0046754,The Barefoot Contessa,4.838709677419355
tt1667905,In film nist,4.838709677419355
tt0338977,L'esquive,4.838709677419355
tt0059362,The Knack ...and How to Get It,4.838709677419355
tt0113277,Heat,4.829721362229102
tt0119217,Good Will Hunting,4.786550784926493
tt1235166,Un prophète,4.776422764227642
tt0028445,Partie de campagne,4.7186147186147185
tt0411270,De battre mon coeur s'est arrêté,4.6875
tt0078421,Las truchas,4.6875
tt0171865,Wonderland,4.6875
tt0061138,Un homme et une femme,4.6875
tt8753730,Strip and War,4.6875
tt1421051,Somewhere,4.6875
tt0013025,Cops,4.6875
tt0067197,The Hellstrom Chronicle,4.6875
tt0048387,Moonfleet,4.6875
tt1588337,Des hommes et des dieux,4.6487547852989755
tt0103074,Thelma & Louise,4.625706214689266
tt0088258,This Is Spinal Tap,4.62238448125545
tt0487419,La graine et le mulet,4.59270559852409
tt0088846,Brazil,4.5850066934404285
tt0156794,Mia aioniotita kai mia mera,4.546487801754498
tt0068924,Marjoe,4.545454545454546
tt0017416,The Son of the Sheik,4.545454545454546
tt0051459,Cat on a Hot Tin Roof,4.545454545454546
tt1690953,Despicable Me 2,4.545454545454546
tt0062271,Signore & signori,4.545454545454546
tt6493292,Two for Joy,4.545454545454546
tt0459880,Lady Chatterley,4.545454545454546
tt0060086,Alfie,4.545454545454546
tt0425756,Ascensor,4.545454545454546
tt0075860,Close Encounters of the Third Kind,4.525646477532754
tt0023622,Trouble in Paradise,4.520599583610457
tt0120265,Ta'm e guilass,4.509778480266107
tt0266697,Kill Bill: Vol. 1,4.499502223402137
tt0064975,Shinjû: Ten no Amijima,4.491978609625669
tt0063442,Planet of the Apes,4.475977510861232
tt5598102,Visages villages,4.474149359257623
tt0482571,The Prestige,4.439171699741156
tt0040416,Hamlet,4.412719013627514
tt0046414,Beat the Devil,4.411764705882353
tt9418878,Kiz Kardesler,4.411764705882353
tt0018379,7th Heaven,4.411764705882353
tt1185616,Vals Im Bashir,4.411764705882353
tt6101602,Madeline's Madeline,4.411764705882353
tt0070135,The Great American Cowboy,4.411764705882353
tt0076520,Las palabras de Max,4.411764705882353
tt0045034,Le plaisir,4.411764705882353
tt0854678,Taxi to the Dark Side,4.379795396419437
tt0105236,Reservoir Dogs,4.370107445751141
tt0076263,Killer of Sheep,4.363726527373711
tt0092843,The Dead,4.329268292682927
tt0190332,Wo hu cang long,4.3275053906959915
tt6135348,120 battements par minute,4.307294501905281
tt0103793,Benny's Video,4.29666487358795
tt0084654,Die Sehnsucht der Veronika Voss,4.291257703720611
tt2366450,Stories We Tell,4.285714285714286
tt9658178,Talking About Trees,4.285714285714286
tt0051378,Ascenseur pour l'échafaud,4.285714285714286
tt1048171,Séraphine,4.285714285714286
tt0018033,It,4.285714285714286
tt0067633,Punishment Park,4.285714285714286
tt0071604,Hearts and Minds,4.285714285714286
tt0074462,Edvard Munch,4.285714285714286
tt0079028,David,4.285714285714286
tt0058150,Goldfinger,4.2759797974097795
tt0120689,The Green Mile,4.274138533494582
tt0037824,Ivan Groznyy,4.257112750263436
tt2024519,The Broken Circle Breakdown,4.202448382970949
tt1714915,Only Lovers Left Alive,4.166666666666667
tt0079417,Kramer vs. Kramer,4.166666666666667
tt0073340,The Man Who Skied Down Everest,4.166666666666667
tt0064505,The Italian Job,4.166666666666667
tt9358246,Advocate,4.166666666666667
tt0082508,Heartland,4.166666666666667
tt0476735,Babam ve Oglum,4.166666666666667
tt0449088,Pirates of the Caribbean: At World's End,4.166666666666667
tt2313197,"Batman: The Dark Knight Returns, Part 1",4.166666666666667
tt0016039,The Lost World,4.166666666666667
tt0072890,Dog Day Afternoon,4.160865143297178
tt3612616,Mommy,4.152144772117962
tt0071381,Céline et Julie vont en bateau: Phantom Ladies Over Paris,4.124579124579125
tt0038762,My Darling Clementine,4.108342756137819
tt0054997,The Hustler,4.09691802252816
tt0066516,Valerie a týden divu,4.086021505376344
tt0072431,Young Frankenstein,4.083333333333334
tt0099487,Edward Scissorhands,4.079956188389923
tt8116116,Todos somos marineros,4.054054054054054
tt0018051,The Kid Brother,4.054054054054054
tt0926084,Harry Potter and the Deathly Hallows: Part 1,4.054054054054054
tt2101441,Spring Breakers,4.054054054054054
tt0074605,Harlan County U.S.A.,4.054054054054054
tt0081299,Palermo oder Wolfsburg,4.054054054054054
tt0287467,Hable con ella,4.048913043478261
tt0086190,Star Wars: Episode VI - Return of the Jedi,4.030485643388869
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,4.028391292542237
tt3892172,Leave No Trace,4.002846468599893
tt0084335,Missing,3.9975144987572495
tt1787837,We Were Here,3.9829920166608814
tt4827558,High Life,3.97212543554007
tt0070820,Touki Bouki,3.9499670836076364
tt0084934,Yol,3.948445171849427
tt0059159,Etsuraku,3.9473684210526314
tt0066919,La classe operaia va in paradiso,3.9473684210526314
tt0076918,Who Are the DeBolts? and Where Did They Get Nineteen Kids?,3.9473684210526314
tt5355580,Vagoneros,3.9473684210526314
tt1170358,The Hobbit: The Desolation of Smaug,3.9473684210526314
tt0101428,La belle noiseuse,3.9473684210526314
tt0107653,Naked,3.9473684210526314
tt0202559,A Room for Romeo Brass,3.9473684210526314
tt0008133,The Immigrant,3.9473684210526314
tt0082259,"Deprisa, deprisa",3.9473684210526314
tt0101605,The Commitments,3.9473684210526314
tt0082736,Mephisto,3.9149469185757355
tt0080437,The Big Red One,3.8819875776397517
tt0198781,"Monsters, Inc.",3.874608193377955
tt0466893,Margaret,3.8593364409103375
tt0325965,Play for Today: Penda's Fen,3.8461538461538463
tt0078205,Scared Straight!,3.8461538461538463
tt0052600,Ballada o soldate,3.8461538461538463
tt0068346,Il caso Mattei,3.8461538461538463
tt0054189,Plein soleil,3.8461538461538463
tt0020298,Queen Kelly,3.8461538461538463
tt0095159,A Fish Called Wanda,3.8461538461538463
tt2310332,The Hobbit: The Battle of the Five Armies,3.8461538461538463
tt0381061,Casino Royale,3.806390977443609
tt0076786,Suspiria,3.793610760823876
tt2321549,The Babadook,3.75
tt8452422,Dafne,3.75
tt0020269,Piccadilly,3.75
tt0078850,Best Boy,3.75
tt0373889,Harry Potter and the Order of the Phoenix,3.75
tt0070180,The Hireling,3.75
tt0074749,The Killing of a Chinese Bookie,3.75
tt2315200,"Les garçons et Guillaume, à table!",3.75
tt0018217,Oktyabr,3.75
tt0110200,Jing wu ying xiong,3.75
tt0083582,Ascendancy,3.75
tt0045555,The Big Heat,3.75
tt0372784,Batman Begins,3.7211729018266118
tt0071853,Monty Python and the Holy Grail,3.710694251453863
tt0063415,The Party,3.7037037037037037
tt0067800,Straw Dogs,3.6916234247590807
tt2717558,On the Job,3.658536585365854
tt0080762,From Mao to Mozart: Isaac Stern in China,3.658536585365854
tt0110081,Huo zhe,3.658536585365854
tt2582802,Whiplash,3.658536585365854
tt4714782,Personal Shopper,3.658536585365854
tt0053459,Les yeux sans visage,3.658536585365854
tt0070643,Scarecrow,3.658536585365854
tt9130810,Die Kinder der Toten,3.658536585365854
tt0083743,La colmena,3.658536585365854
tt0058642,Tini zabutykh predkiv,3.658536585365854
tt0054698,Breakfast at Tiffany's,3.6419753086419755
tt0045537,The Band Wagon,3.6368698629506566
tt5013056,Dunkirk,3.6148466917697686
tt0087469,Indiana Jones and the Temple of Doom,3.6074980199970086
tt3652526,Fuocoammare,3.6041189931350113
tt3315342,Logan,3.600457200914402
tt0047522,A Star Is Born,3.5929432013769365
tt5168192,"I, Daniel Blake",3.5714285714285716
tt0417741,Harry Potter and the Half-Blood Prince,3.5714285714285716
tt0070468,The Offence,3.5714285714285716
tt4466544,Fatima,3.5714285714285716
tt7285198,Stories of the Half-Light,3.5714285714285716
tt0087644,Love Streams,3.5714285714285716
tt0082443,Genocide,3.5714285714285716
tt0013556,Robin Hood,3.5714285714285716
tt0019585,The Wind,3.5714285714285716
tt0109508,Crumb,3.5020242914979756
tt0069467,Viskningar och rop,3.4888357256778306
tt7205942,Gundermann,3.488372093023256
tt0089169,Die Frau und der Fremde,3.488372093023256
tt0018839,The Docks of New York,3.488372093023256
tt0124185,Under the Skin,3.488372093023256
tt6304162,Nelyubov,3.488372093023256
tt0084185,The Fifth Estate: Just Another Missing Kid,3.488372093023256
tt0054452,La vérité,3.488372093023256
tt0073650,Salò o le 120 giornate di Sodoma,3.4286833855799372
tt0120586,American History X,3.4234915831284285
tt0035575,Yankee Doodle Dandy,3.4201948935998985
tt0298148,Shrek 2,3.409090909090909
tt0055852,Cléo de 5 à 7,3.409090909090909
tt0085655,He Makes Me Feel Like Dancin',3.409090909090909
tt0000439,The Great Train Robbery,3.409090909090909
tt8125842,Blindsone,3.409090909090909
tt0090310,Wetherby,3.409090909090909
tt0076517,Padre padrone,3.409090909090909
tt0064612,Ma nuit chez Maud,3.4082156611039798
tt1316540,A torinói ló,3.396094901137296
tt0056217,The Man Who Shot Liberty Valance,3.39265850945495
tt0085180,L'argent,3.375
tt3896198,Guardians of the Galaxy Vol. 2,3.3741532047941636
tt0107207,In the Name of the Father,3.344556677890011
tt0109020,71 Fragmente einer Chronologie des Zufalls,3.3333333333333335
tt0088275,The Times of Harvey Milk,3.3333333333333335
tt5375040,Cameraperson,3.3333333333333335
tt0092004,Stammheim - Die Baader-Meinhof-Gruppe vor Gericht,3.3333333333333335
tt0330373,Harry Potter and the Goblet of Fire,3.3333333333333335
tt0012494,Der müde Tod,3.3333333333333335
tt0107756,Orlando,3.3333333333333335
tt0071230,Blazing Saddles,3.3313748531139837
tt0140888,Central do Brasil,3.323622881355932
tt0096163,Spoorloos,3.318452380952381
tt0830515,Quantum of Solace,3.3179426607967355
tt1172203,Sita Sings the Blues,3.317448680351906
tt0240772,Ocean's Eleven,3.3053667262969584
tt0056218,The Manchurian Candidate,3.297872340425532
tt0070460,La nuit américaine,3.2900943396226414
tt0265666,The Royal Tenenbaums,3.2740028015038423
tt0120363,Toy Story 2,3.2670668410000396
tt0020793,A Cottage on Dartmoor,3.260869565217391
tt0413300,Spider-Man 3,3.260869565217391
tt0055913,Divorzio all'italiana,3.260869565217391
tt0019412,Speedy,3.260869565217391
tt5265964,Nuestro tiempo,3.260869565217391
tt0088857,Broken Rainbow,3.260869565217391
tt0079999,Tema,3.260869565217391
tt0040662,Oliver Twist,3.260869565217391
tt0068278,Die bitteren Tränen der Petra von Kant,3.2142857142857144
tt0107943,The Remains of the Day,3.210802023121387
tt0112641,Casino,3.209935514688321
tt0057611,Tystnaden,3.2048872180451125
tt0046487,Les vacances de Monsieur Hulot,3.1916955330059897
tt0088740,Artie Shaw: Time Is All You've Got,3.1914893617021276
tt7581572,Sudani from Nigeria,3.1914893617021276
tt1080016,Ice Age: Dawn of the Dinosaurs,3.1914893617021276
tt0055572,Une femme est une femme,3.1914893617021276
tt7784604,Hereditary,3.1914893617021276
tt0019344,Sadie Thompson,3.1914893617021276
tt0063759,Vargtimmen,3.1914893617021276
tt5804038,I Am Not Your Negro,3.1914893617021276
tt0107358,Lan feng zheng,3.1914893617021276
tt0093206,Hong gao liang,3.1914893617021276
tt0058182,A Hard Day's Night,3.173340289552628
tt0181875,Almost Famous,3.169014084507042
tt0093565,Moonstruck,3.1619290961354203
tt0256103,Intimacy,3.1619290961354203
tt0050783,Le notti di Cabiria,3.1616508273822372
tt0120382,The Truman Show,3.138767902514939
tt0120601,Being John Malkovich,3.1324692038977755
tt4935462,Amazing Grace,3.125
tt2379713,Spectre,3.125
tt0090965,Down and Out in America,3.125
tt8900098,Deslembro,3.125
tt0097514,Histoire(s) du cinéma: Toutes les histoires,3.125
tt1212428,The Lost City of Z,3.125
tt0013662,Tess of the Storm Country,3.125
tt0208990,La stanza del figlio,3.091932201707366
tt0087332,Ghostbusters,3.088123065028377
tt6751668,Gisaengchung,3.061224489795918
tt9005376,Rooz-haye Narenji,3.061224489795918
tt2250912,Spider-Man: Homecoming,3.061224489795918
tt0092991,Evil Dead II,3.061224489795918
tt0094119,American Masters: The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,3.061224489795918
tt0028201,Le roman d'un tricheur,3.061224489795918
tt0377556,Bu san,3.061224489795918
tt0014624,A Woman of Paris: A Drama of Fate,3.061224489795918
tt0100211,Music Box,3.061224489795918
tt0082089,Body Heat,3.061224489795918
tt0106438,Blue,3.061224489795918
tt0039689,Out of the Past,3.0476190476190474
tt0095327,Hotaru no haka,3.046875
tt0110632,Natural Born Killers,3.0357910246178403
tt0067445,Morte a Venezia,3.024316109422492
tt0067805,Sunday Bloody Sunday,3.002136752136752
tt0064994,Skrivánci na niti,3.0
tt0243889,Yurîka,3.0
tt0011387,The Last of the Mohicans,3.0
tt8296592,Sofia,3.0
tt0061882,Koroshi no rakuin,3.0
tt0295297,Harry Potter and the Chamber of Secrets,3.0
tt0095341,Hôtel Terminus,3.0
tt0091578,My Beautiful Laundrette,3.0
tt0082222,Czlowiek z zelaza,3.0
tt0121766,Star Wars: Episode III - Revenge of the Sith,2.9969183359013867
tt0074285,Carrie,2.994186046511628
tt0048545,Rebel Without a Cause,2.988349923240727
tt0126029,Shrek,2.9633867276887873
tt0116695,Jerry Maguire,2.946994865599517
tt0274309,24 Hour Party People,2.9411764705882355
tt0016473,The Unholy Three,2.9411764705882355
tt2576852,Kaguyahime no monogatari,2.9411764705882355
tt0062155,Privilege,2.9411764705882355
tt0092699,Broadcast News,2.9411764705882355
tt1667889,Ice Age: Continental Drift,2.9411764705882355
tt0097099,Common Threads: Stories from the Quilt,2.9411764705882355
tt6590856,Pause,2.9411764705882355
tt0094841,La casa del sorriso,2.9411764705882355
tt0814075,Deliver Us from Evil,2.9411764705882355
tt0017128,Mat,2.8846153846153846
tt0099028,American Dream,2.8846153846153846
tt7649320,Bao xue jiang zhi,2.8846153846153846
tt0490166,London to Brighton,2.8846153846153846
tt0101969,Grand Canyon,2.8846153846153846
tt2709768,The Secret Life of Pets,2.8846153846153846
tt0058262,The Killers,2.8846153846153846
tt0101765,La double vie de Véronique,2.861677979262099
tt0092005,Stand by Me,2.8504043126684637
tt0052218,Some Came Running,2.830188679245283
tt0102114,In the Shadow of the Stars,2.830188679245283
tt6792282,La noche de 12 años,2.830188679245283
tt1268204,Waste Land,2.830188679245283
tt3090634,Eden,2.830188679245283
tt0108608,Xiang hun nu,2.830188679245283
tt0056869,The Birds,2.830188679245283
tt0084390,Narayama bushikô,2.830188679245283
tt0005078,The Cheat,2.830188679245283
tt0054279,School for Scoundrels,2.830188679245283
tt2975590,Batman v Superman: Dawn of Justice,2.830188679245283
tt0071249,Bring Me the Head of Alfredo Garcia,2.7777777777777777
tt0097499,Henry V,2.7777777777777777
tt6265828,A Ghost Story,2.7777777777777777
tt0107156,Xi yan,2.7777777777777777
tt0016481,Varieté,2.7777777777777777
tt0105089,The Panama Deception,2.7777777777777777
tt7534118,Marche ou crève,2.7777777777777777
tt0111797,Yin shi nan nu,2.7777777777777777
tt5607714,Teströl és lélekröl,2.767724079199489
tt0189219,Xiao cheng zhi chun,2.73224043715847
tt0015842,Die freudlose Gasse,2.727272727272727
tt0107177,I Am a Promise: The Children of Stanton Elementary School,2.727272727272727
tt8523292,Vsechno bude,2.727272727272727
tt2306745,Sound City,2.727272727272727
tt7131870,Zhan lang II,2.727272727272727
tt0089748,Otac na sluzbenom putu,2.727272727272727
tt0111579,Utomlennye solntsem,2.727272727272727
tt0088247,The Terminator,2.7258189571622404
tt0063350,Night of the Living Dead,2.7215837531486144
tt0145487,Spider-Man,2.68699942791762
tt0039739,Quai des Orfèvres,2.6785714285714284
tt4614612,Peterloo,2.6785714285714284
tt3544082,45 Years,2.6785714285714284
tt0091530,The Mission,2.6785714285714284
tt0019688,Big Business,2.6785714285714284
tt0112387,L'appât,2.6785714285714284
tt0110480,Maya Lin: A Strong Clear Vision,2.6785714285714284
tt0064165,Les choses de la vie,2.6785714285714284
tt1951264,The Hunger Games: Catching Fire,2.6785714285714284
tt0064828,Porcile,2.6785714285714284
tt2347569,Frances Ha,2.6785714285714284
tt1149362,Das weiße Band - Eine deutsche Kindergeschichte,2.674053835256021
tt0040724,Red River,2.6407320205479454
tt0057115,The Great Escape,2.6357199055861527
tt6835498,Khrustal,2.6315789473684212
tt0044072,The Steel Helmet,2.6315789473684212
tt6752992,Lazzaro felice,2.6315789473684212
tt0064068,Bara no sôretsu,2.6315789473684212
tt0112373,Anne Frank Remembered,2.6315789473684212
tt0020030,The Iron Mask,2.6315789473684212
tt0094011,Sous le soleil de Satan,2.6315789473684212
tt0051658,Gigi,2.6315789473684212
tt2121382,Turist,2.6274070064186836
tt0046250,Roman Holiday,2.601739670705188
tt0047469,Senso,2.600249066002491
tt0093342,Khane-ye doust kodjast?,2.589122164294772
tt0058279,Kaidan,2.586206896551724
tt0018054,The King of Kings,2.586206896551724
tt0117318,The People vs. Larry Flynt,2.586206896551724
tt3824458,Tangerine,2.586206896551724
tt0118147,When We Were Kings,2.586206896551724
tt0067040,L'éden et après,2.586206896551724
tt0054167,Peeping Tom,2.566853747111258
tt1895587,Spotlight,2.5469716419652233
tt0057869,Bande à part,2.542372881355932
tt0015016,The Iron Horse,2.542372881355932
tt0098724,"Sex, Lies, and Videotape",2.542372881355932
tt5942864,Styx,2.542372881355932
tt0034587,Cat People,2.542372881355932
tt0119561,The Long Way Home,2.542372881355932
tt0015324,Sherlock Jr.,2.542372881355932
tt1155592,Man on Wire,2.5316455696202533
tt0063462,The Producers,2.5109790751743732
tt8637428,The Farewell,2.5
tt0011565,The Penalty,2.5
tt0100935,Wild at Heart,2.5
tt0174852,The Last Days,2.5
tt1055369,Transformers: Revenge of the Fallen,2.5
tt0055320,Il posto,2.5
tt6937878,Feral,2.5
tt0112769,La cérémonie,2.5
tt0130827,Lola rennt,2.493368700265252
tt0304141,Harry Potter and the Prisoner of Azkaban,2.4923843810578785
tt0120255,The Sweet Hereafter,2.483265598852498
tt0025746,The Scarlet Empress,2.476582458132274
tt0065436,Auch Zwerge haben klein angefangen,2.459016393442623
tt1825683,Black Panther,2.459016393442623
tt0058461,Per un pugno di dollari,2.459016393442623
tt1087578,Aruitemo aruitemo,2.459016393442623
tt7163824,Teret,2.459016393442623
tt0230591,One Day in September,2.459016393442623
tt0009652,Stella Maris,2.459016393442623
tt0055981,I fidanzati,2.459016393442623
tt1673434,The Twilight Saga: Breaking Dawn - Part 2,2.459016393442623
tt0096288,Topio stin omihli,2.4493670886075947
tt0434409,V for Vendetta,2.442185007974482
tt0086637,Zelig,2.422441579371475
tt0070849,Ultimo tango a Parigi,2.420245398773006
tt0119711,Mat i syn,2.4198617221873038
tt1287878,Shi,2.4198307748608023
tt0248912,Into the Arms of Strangers: Stories of the Kindertransport,2.4193548387096775
tt0018526,Underworld,2.4193548387096775
tt2473794,Mr. Turner,2.4193548387096775
tt0058430,Onibaba,2.4193548387096775
tt0104350,Den goda viljan,2.4193548387096775
tt8334056,Un violent désir de bonheur,2.4193548387096775
tt0059084,Darling,2.404838477415639
tt0316654,Spider-Man 2,2.3919905306766625
tt0936501,Taken,2.39038189533239
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2.385920348362515
tt9130674,The Red Phallus,2.380952380952381
tt0307197,Un coupable idéal,2.380952380952381
tt0059012,Campanadas a medianoche,2.380952380952381
tt0451279,Wonder Woman,2.380952380952381
tt0041737,Passport to Pimlico,2.380952380952381
tt0039631,Monsieur Verdoux,2.380952380952381
tt0120903,X-Men,2.3742492492492495
tt1853728,Django Unchained,2.3651635720601236
tt0203009,Moulin Rouge!,2.3592521222852976
