Const,Title,Sum
tt8137722,I douleia tis,2.34375
tt0071615,La montaña sagrada,2.34375
tt0280491,Bloody Sunday,2.34375
tt0063374,The Odd Couple,2.34375
tt1206488,La teta asustada,2.3129430790349574
tt2187115,Pozitia copilului,2.309917355371901
tt0317910,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2.3076923076923075
tt0990404,Chop Shop,2.3076923076923075
tt2333598,7 cajas,2.3076923076923075
tt7231342,La chute de l'empire américain,2.3076923076923075
tt0070628,Sanatorium pod Klepsydra,2.3076923076923075
tt3501632,Thor: Ragnarok,2.3076923076923075
tt4912910,Mission: Impossible - Fallout,2.3076923076923075
tt0180093,Requiem for a Dream,2.2969187675070026
tt0097351,Field of Dreams,2.2814685314685317
tt1242460,We Need to Talk About Kevin,2.2782786339210372
tt0114787,Underground,2.272727272727273
tt0085334,A Christmas Story,2.272727272727273
tt0347048,Gegen die Wand,2.272727272727273
tt0116629,Independence Day,2.272727272727273
tt9228680,Avevo un sogno,2.272727272727273
tt0388789,Born Into Brothels: Calcutta's Red Light Kids,2.272727272727273
tt0084855,The Verdict,2.2389028294540103
tt0091538,Mona Lisa,2.2388059701492535
tt0060675,Masculin féminin,2.2388059701492535
tt0497116,An Inconvenient Truth,2.2388059701492535
tt0018773,The Circus,2.2388059701492535
tt5698834,Jimmie,2.2388059701492535
tt0445776,U-Carmen eKhayelitsha,2.2388059701492535
tt3183660,Fantastic Beasts and Where to Find Them,2.2388059701492535
tt0070948,Zardoz,2.2388059701492535
tt0086250,Scarface,2.2375707234862166
tt0118849,Bacheha-Ye aseman,2.227648006443818
tt0361596,Fahrenheit 9/11,2.216010543321146
tt0101640,Da hong deng long gao gao gua,2.2129032258064516
tt3091552,At Berkeley,2.2058823529411766
tt0120408,Unagi,2.2058823529411766
tt6922040,Meerkat Maantuig,2.2058823529411766
tt0464029,Grbavica,2.2058823529411766
tt0046889,The Dam Busters,2.2058823529411766
tt0045061,The Quiet Man,2.2058823529411766
tt0039416,Gentleman's Agreement,2.2058823529411766
tt0072235,Sweet Movie,2.2058823529411766
tt0413267,Shrek the Third,2.2058823529411766
tt0381681,Before Sunset,2.1923656454043194
tt0949564,Tuya de hun shi,2.1739130434782608
tt1619029,Jackie,2.1739130434782608
tt0042531,The Gunfighter,2.1739130434782608
tt1645089,Inside Job,2.1739130434782608
tt0368794,I'm Not There,2.1507447354904983
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2.142857142857143
tt0061495,La collectionneuse,2.142857142857143
tt2570858,The Duke of Burgundy,2.142857142857143
tt1860355,Undefeated,2.142857142857143
tt1371574,Kosmos,2.142857142857143
tt0074811,Le locataire,2.142857142857143
tt0861739,Tropa de Elite,2.142857142857143
tt1233334,Pariah,2.112676056338028
tt0084628,Sans soleil,2.112676056338028
tt0118845,Chun gwong cha sit,2.112676056338028
tt0060955,Seconds,2.112676056338028
tt0063227,The Lion in Winter,2.112676056338028
tt0200071,Rosetta,2.112676056338028
tt0127536,Elizabeth,2.112676056338028
tt6043142,Skin,2.112676056338028
tt0073152,Im Lauf der Zeit,2.112676056338028
tt0088939,The Color Purple,2.112676056338028
tt0082694,Mad Max 2,2.0982142857142856
tt2278871,La vie d'Adèle,2.088679964426375
tt1571724,Bal,2.0833333333333335
tt0061770,Hombre,2.0833333333333335
tt2400275,Adieu au langage,2.0833333333333335
tt0031385,"Goodbye, Mr. Chips",2.0833333333333335
tt7636672,Float Like a Butterfly,2.0833333333333335
tt1905041,Furious 6,2.0833333333333335
tt0097814,Majo no takkyûbin,2.0833333333333335
tt1321865,Carlos,2.0833333333333335
tt0168629,Dancer in the Dark,2.0833333333333335
tt0096283,Tonari no Totoro,2.061879297173415
tt0082096,Das Boot,2.055490720174679
tt4016934,Ah-ga-ssi,2.0547945205479454
tt0091867,A Room with a View,2.0547945205479454
tt0076240,Jubilee,2.0547945205479454
tt0118884,Contact,2.0547945205479454
tt0035093,Mrs. Miniver,2.0547945205479454
tt0418279,Transformers,2.0479368932038833
tt6505968,Armomurhaaja,2.027027027027027
tt0184756,Muhsin Bey,2.027027027027027
tt0069947,The Day of the Jackal,2.027027027027027
tt2177511,Cesare deve morire,2.027027027027027
tt0033729,How Green Was My Valley,2.027027027027027
tt0035169,The Palm Beach Story,2.016823755954191
tt0072251,The Taking of Pelham One Two Three,2.0
tt1431045,Deadpool,2.0
tt0062480,Week End,2.0
tt2527336,Star Wars: Episode VIII - The Last Jedi,2.0
tt0103190,Van Gogh,2.0
tt0045659,The Cruel Sea,2.0
tt8988660,Still Recording,2.0
tt0440963,The Bourne Ultimatum,1.9834754868591413
tt0102138,JFK,1.9828151485119836
tt0074486,Eraserhead,1.98125
tt1517451,A Star Is Born,1.9736842105263157
tt0245574,Y tu mamá también,1.9736842105263157
tt0050105,An Affair to Remember,1.9736842105263157
tt5855772,Napszállta,1.9736842105263157
tt0082933,Possession,1.9736842105263157
tt1343092,The Great Gatsby,1.9724685883222468
tt0080339,Airplane!,1.9540004482294935
tt0021884,Frankenstein,1.948051948051948
tt2015381,Guardians of the Galaxy,1.948051948051948
tt7176472,Vierges,1.948051948051948
tt0084565,Querelle,1.948051948051948
tt0456396,L'enfant,1.948051948051948
tt0030993,You Can't Take It with You,1.948051948051948
tt0100486,Reversal of Fortune,1.948051948051948
tt0079095,Die Ehe der Maria Braun,1.9258373205741628
tt4949112,Touch Me Not,1.9230769230769231
tt0086216,Rumble Fish,1.9230769230769231
tt1190080,2012,1.9230769230769231
tt0460989,The Wind that Shakes the Barley,1.9230769230769231
tt0029146,The Life of Emile Zola,1.9230769230769231
tt8307082,Sauvage,1.9230769230769231
tt6920356,The Souvenir,1.9230769230769231
tt0118929,Dark City,1.8987341772151898
tt1587310,Maleficent,1.8987341772151898
tt8800572,Delta,1.8987341772151898
tt0061648,Far from the Madding Crowd,1.8987341772151898
tt0252084,Vesikali Yarim,1.8987341772151898
tt0027698,The Great Ziegfeld,1.8987341772151898
tt6908854,Les quatre soeurs,1.8987341772151898
tt0086984,Body Double,1.8987341772151898
tt0088184,Stranger Than Paradise,1.875
tt0382625,The Da Vinci Code,1.875
tt0090329,Witness,1.875
tt0064418,"Hello, Dolly!",1.875
tt6386748,Pájaros de verano,1.875
tt3263614,"Kumiko, the Treasure Hunter",1.875
tt0083851,The Draughtsman's Contract,1.875
tt0026752,Mutiny on the Bounty,1.875
tt1068646,Entre les murs,1.875
tt0363163,Der Untergang,1.872749099639856
tt0070917,The Wicker Man,1.871778350515464
tt7336410,Sulayman too,1.8518518518518519
tt4881016,No Home Movie,1.8518518518518519
tt1512201,Gui tu lie che,1.8518518518518519
tt0093139,Hamlet liikemaailmassa,1.8518518518518519
tt0948470,The Amazing Spider-Man,1.8518518518518519
tt0414993,The Fountain,1.84052960026986
tt0119698,Mononoke-hime,1.837989294078287
tt5638952,Dede,1.829268292682927
tt0022458,Tabu: A Story of the South Seas,1.829268292682927
tt0086087,Pauline à la plage,1.829268292682927
tt1951265,The Hunger Games: Mockingjay - Part 1,1.829268292682927
tt0023876,Cavalcade,1.829268292682927
tt0104466,Husbands and Wives,1.829268292682927
tt0892791,Shrek Forever After,1.8072289156626506
tt1202203,Pray the Devil Back to Hell,1.8072289156626506
tt0022958,Grand Hotel,1.8072289156626506
tt6467968,Posoki,1.8072289156626506
tt2262161,Sunset Song,1.8072289156626506
tt0071691,Jeder für sich und Gott gegen alle,1.7927749820273184
tt0021746,Cimarron,1.7857142857142858
tt0085478,Educating Rita,1.7857142857142858
tt7776430,Alles ist gut,1.7857142857142858
tt1877832,X-Men: Days of Future Past,1.7857142857142858
tt1069238,Okuribito,1.7857142857142858
tt0361748,Inglourious Basterds,1.7740247730757064
tt1277953,Madagascar 3: Europe's Most Wanted,1.7647058823529411
tt0986264,Taare Zameen Par,1.7647058823529411
tt2125435,Beasts of the Southern Wild,1.7647058823529411
tt0115964,Crash,1.7647058823529411
tt0037638,Detour,1.7647058823529411
tt8506788,Sueño Florianópolis,1.7647058823529411
tt0063555,Sayat Nova,1.744186046511628
tt0065867,Husbands,1.744186046511628
tt0072782,Ahdat sanawovach el-djamr,1.744186046511628
tt8522844,In the Desert - A Documentary Diptych: Omar's Dream,1.744186046511628
tt0042619,Journal d'un curé de campagne,1.744186046511628
tt0019729,The Broadway Melody,1.744186046511628
tt0775489,L'illusionniste,1.744186046511628
tt1386697,Suicide Squad,1.744186046511628
tt0062873,Les demoiselles de Rochefort,1.744186046511628
tt0065088,"They Shoot Horses, Don't They?",1.744186046511628
tt0056825,America America,1.744186046511628
tt0347149,Hauru no ugoku shiro,1.7354170947322558
tt0066390,Soldier Blue,1.7241379310344827
tt8522952,In the Desert - A Documentary Diptych: Avidan's Dream,1.7241379310344827
tt0066579,Women in Love,1.7241379310344827
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1.7241379310344827
tt0085794,The King of Comedy,1.7241379310344827
tt0045361,El,1.7241379310344827
tt5278592,Kate Plays Christine,1.7241379310344827
tt0073580,Professione: reporter,1.7219339799984963
tt0078346,Superman,1.7175506930919922
tt0048261,Kiss Me Deadly,1.7045454545454546
tt0055399,Salvatore Giuliano,1.7045454545454546
tt3746250,Sherpa,1.7045454545454546
tt1453405,Monsters University,1.7045454545454546
tt7519174,Kinder des Kalifats,1.7045454545454546
tt7942742,Her Smell,1.7045454545454546
tt0066473,Tora! Tora! Tora!,1.7045454545454546
tt0062229,Le samouraï,1.7020250723240116
tt0075612,3 Women,1.6873844257242654
tt0234215,The Matrix Reloaded,1.6853932584269662
tt7233012,Life Guidance,1.6853932584269662
tt0035881,Fires Were Started,1.6853932584269662
tt0082269,Diva,1.6853932584269662
tt0208092,Snatch,1.6732397633685188
tt0093209,Hope and Glory,1.6666666666666667
tt0031514,Le jour se lève,1.6666666666666667
tt6859352,Support the Girls,1.6666666666666667
tt0108065,Searching for Bobby Fischer,1.6666666666666667
tt0151691,My Name Is Joe,1.6483516483516483
tt0056291,Nóz w wodzie,1.6483516483516483
tt8254556,Girl,1.6483516483516483
tt5536610,Private Life,1.6483516483516483
tt0317705,The Incredibles,1.646186440677966
tt0055093,Lola,1.6304347826086956
tt0034891,In Which We Serve,1.6304347826086956
tt8274146,Egy nap,1.6304347826086956
tt0840358,Everyday Sunshine: The Story of Fishbone,1.6304347826086956
tt1843866,Captain America: The Winter Soldier,1.6304347826086956
tt0067778,Le souffle au coeur,1.6129032258064515
tt7240516,A Woman Captured,1.6129032258064515
tt0108122,Short Cuts,1.6129032258064515
tt4633694,Spider-Man: Into the Spider-Verse,1.6129032258064515
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,1.6129032258064515
tt0093058,Full Metal Jacket,1.6102788531672558
tt0046766,The Belles of St. Trinian's,1.5957446808510638
tt0082252,The Decline of Western Civilization,1.5957446808510638
tt2103281,Dawn of the Planet of the Apes,1.5957446808510638
tt5495726,Bába z ledu,1.5957446808510638
tt2094890,Mother of George,1.5957446808510638
tt0091167,Hannah and Her Sisters,1.5789473684210527
tt7148254,Sashishi deda,1.5789473684210527
tt0048757,Ukigumo,1.5789473684210527
tt4780662,Happî awâ,1.5789473684210527
tt1259571,The Twilight Saga: New Moon,1.5789473684210527
tt0144084,American Psycho,1.574335782928208
tt6278192,Körfez,1.5625
tt0079672,Opening Night,1.5625
tt1623008,The Arbor,1.5625
tt0048434,Nuit et brouillard,1.5625
tt0068473,Deliverance,1.5625
tt0021814,Dracula,1.5625
tt0192335,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1.5463917525773196
tt0069113,The Poseidon Adventure,1.5463917525773196
tt0307596,"The Tulse Luper Suitcases, Part 1: The Moab Story",1.5463917525773196
tt1872181,The Amazing Spider-Man 2,1.5463917525773196
tt6217608,The Rider,1.5463917525773196
tt2287749,Girl Walk: All Day,1.5463917525773196
tt0111786,Yang guang can lan de ri zi,1.530612244897959
tt0024803,Zéro de conduite: Jeunes diables au collège,1.530612244897959
tt0114474,Small Faces,1.530612244897959
tt0023427,Scarface,1.530612244897959
tt1325004,The Twilight Saga: Eclipse,1.530612244897959
tt7955712,Rou qing shi,1.530612244897959
tt0097240,Drugstore Cowboy,1.530612244897959
tt5146068,Wszystkie nieprzespane noce,1.530612244897959
tt8400446,Still Burn,1.5151515151515151
tt1229238,Mission: Impossible - Ghost Protocol,1.5151515151515151
tt0062782,Carry On... Up the Khyber,1.5151515151515151
tt1695405,The Loneliest Planet,1.5
tt1392170,The Hunger Games,1.5
tt0024184,The Invisible Man,1.5
tt2534660,Risttuules,1.5
tt0052918,Imitation of Life,1.5
tt0087553,The Killing Fields,1.5
tt0066491,Tristana,1.5
tt5903232,Temporada de Caza,1.5
tt0077651,Halloween,1.4972546095444685
tt0032145,Wuthering Heights,1.4851485148514851
tt7341660,Olegs krig,1.4851485148514851
tt0064285,L'enfant sauvage,1.4851485148514851
tt1396484,It,1.4851485148514851
tt0093822,Raising Arizona,1.4851485148514851
tt0346094,Uzak,1.4851485148514851
tt0067861,Der Tod der Maria Malibran,1.4851485148514851
tt1791528,Inherent Vice,1.4851485148514851
tt0892769,How to Train Your Dragon,1.4809031948114342
tt0085482,El Norte,1.4705882352941178
tt7218812,Druga strana svega,1.4705882352941178
tt2381249,Mission: Impossible - Rogue Nation,1.4705882352941178
tt0119654,Men in Black,1.469689342729757
tt0067411,McCabe & Mrs. Miller,1.4599830316742082
tt0119822,As Good as It Gets,1.4570326845391113
tt7205208,Jia nian hua,1.4563106796116505
tt0067866,El Topo,1.4563106796116505
tt0069281,Sleuth,1.4423076923076923
tt6776106,Andið eðlilega,1.4423076923076923
tt1211837,Doctor Strange,1.4423076923076923
tt0371746,Iron Man,1.4332879153128602
tt0051201,Witness for the Prosecution,1.4285714285714286
tt6194984,Vezdesushtiyat,1.4285714285714286
tt1255953,Incendies,1.4200561009817672
tt0099292,The Comfort of Strangers,1.4150943396226414
tt7875464,Las herederas,1.4150943396226414
tt0109759,Exotica,1.4150943396226414
tt4430212,Drishyam,1.4150943396226414
tt0770828,Man of Steel,1.4018691588785046
tt0082010,An American Werewolf in London,1.4018691588785046
tt0110882,Pred dozhdot,1.4018691588785046
tt7476946,Ribâzu ejji,1.4018691588785046
tt0116231,Eskiya,1.4018691588785046
tt0978762,Mary and Max,1.3996087115430096
tt0070047,The Exorcist,1.3977981969486823
tt8020896,Da xiang xi di er zuo,1.3888888888888888
tt0018770,La chute de la maison Usher,1.3888888888888888
tt1302011,Kung Fu Panda 2,1.3888888888888888
tt0118954,Deconstructing Harry,1.3888888888888888
tt0070909,Westworld,1.3761467889908257
tt7838150,Balekempa,1.3761467889908257
tt0438097,Ice Age: The Meltdown,1.3761467889908257
tt0217869,Unbreakable,1.3675821385187967
tt2245084,Big Hero 6,1.3636363636363635
tt5097746,Sohagi's Ornament,1.3636363636363635
tt0084787,The Thing,1.3617277710819953
tt5980798,Félicité,1.3513513513513513
tt0290661,Hundstage,1.3513513513513513
tt0016847,Faust: Eine deutsche Volkssage,1.3513513513513513
tt3409848,Zama,1.3392857142857142
tt0069687,Alice in den Städten,1.3392857142857142
tt1951266,The Hunger Games: Mockingjay - Part 2,1.3392857142857142
tt0121765,Star Wars: Episode II - Attack of the Clones,1.3274336283185841
tt6484982,Newton,1.3274336283185841
tt0065724,Five Easy Pieces,1.3274336283185841
tt0357413,Anchorman: The Legend of Ron Burgundy,1.3274336283185841
tt0360717,King Kong,1.3201754385964912
tt0103639,Aladdin,1.3181112365894974
tt1981115,Thor: The Dark World,1.3157894736842106
tt0053390,Ukikusa,1.3157894736842106
tt5933698,Aedan: Garden of Desire,1.3157894736842106
tt3521164,Moana,1.3043478260869565
tt0043686,Jeux interdits,1.3043478260869565
tt4686844,The Death of Stalin,1.3043478260869565
tt7272242,Matar a Jesús,1.293103448275862
tt0073582,Profondo rosso,1.293103448275862
tt0441773,Kung Fu Panda,1.293103448275862
tt0100150,Miller's Crossing,1.2820512820512822
tt3470600,Sing,1.2820512820512822
tt0046998,French Cancan,1.2820512820512822
tt6665464,The Marriage,1.2820512820512822
tt0077598,Gates of Heaven,1.271186440677966
tt0074851,The Man Who Fell to Earth,1.271186440677966
tt6142716,Soldado,1.271186440677966
tt0070334,The Long Goodbye,1.2628646964403738
tt3659388,The Martian,1.2605042016806722
tt3288544,Good Luck,1.2605042016806722
tt0074156,Assault on Precinct 13,1.2605042016806722
tt0097576,Indiana Jones and the Last Crusade,1.2516173982283267
tt7413530,Manuel,1.25
tt1596343,Fast Five,1.25
tt2106476,Jagten,1.25
tt0448157,Hancock,1.2396694214876034
tt0074360,Cría cuervos,1.2396694214876034
tt6958212,Sweet Country,1.2396694214876034
tt2267998,Gone Girl,1.2383594214384783
tt1409024,Men in Black 3,1.2295081967213115
tt6123206,Zer,1.2295081967213115
tt1228705,Iron Man 2,1.2195121951219512
tt6207878,"No Date, No Signature",1.2195121951219512
tt0076201,Intikam Melegi/Kadin Hamlet,1.2195121951219512
tt1646971,How to Train Your Dragon 2,1.2096774193548387
tt5893264,D'après une histoire vraie,1.2096774193548387
tt0104348,Glengarry Glen Ross,1.2015018773466832
tt5239558,Muskarci ne placu,1.2
tt6079330,Ayer Maravilla Fui,1.1904761904761905
tt0076299,The Last Wave,1.1904761904761905
tt0119567,The Lost World: Jurassic Park,1.1904761904761905
tt0070518,Pat Garrett & Billy the Kid,1.1904761904761905
tt0249241,Werckmeister harmóniák,1.182315168344325
tt0077711,Höstsonaten,1.1811023622047243
tt5774796,Dzikie róze,1.1811023622047243
tt4524676,Comboio de Sal e Açucar,1.171875
tt0335345,The Passion of the Christ,1.171875
tt0042546,Harvey,1.1627906976744187
tt0795421,Mamma Mia!,1.1627906976744187
tt7481246,Old Beast,1.1627906976744187
tt0243017,Waking Life,1.1597503373819162
tt0056687,What Ever Happened to Baby Jane?,1.1546798577145398
tt0073341,The Man Who Would Be King,1.1538461538461537
tt0454876,Life of Pi,1.1538461538461537
tt7548984,Ternura y la tercera persona,1.1538461538461537
tt0264464,Catch Me If You Can,1.147894469812278
tt0416449,300,1.146038437006018
tt0104691,The Last of the Mohicans,1.1450381679389312
tt6479614,City of the Sun,1.1450381679389312
tt3371366,Transformers: The Last Knight,1.1450381679389312
tt7296624,Too Much Info Clouding Over My Head,1.1363636363636365
tt0252480,The Grey Zone,1.1363636363636365
tt0479952,Madagascar: Escape 2 Africa,1.1363636363636365
tt0080569,Cruising,1.1278195488721805
tt5323760,Vinterbrødre,1.1278195488721805
tt0080798,Gloria,1.1194029850746268
tt0398286,Tangled,1.1194029850746268
tt7020700,Distant Constellation,1.1194029850746268
tt0100112,Le mari de la coiffeuse,1.1194029850746268
tt0318034,Russkiy kovcheg,1.1166688320124725
tt0080749,The Fog,1.1111111111111112
tt6952604,Aritmiya,1.1111111111111112
tt0407304,War of the Worlds,1.1111111111111112
tt5927420,Daha,1.1029411764705883
tt0080661,Dressed to Kill,1.1029411764705883
tt0376968,Vozvrashchenie,1.0984848484848484
tt0074626,Herz aus Glas,1.094890510948905
tt0080360,Altered States,1.094890510948905
tt6067428,Nina,1.094890510948905
tt0481499,The Croods,1.094890510948905
tt0054248,Rocco e i suoi fratelli,1.0879830014952387
tt1411697,The Hangover Part II,1.0869565217391304
tt5480782,As Boas Maneiras,1.0869565217391304
tt0082085,Blow Out,1.079136690647482
tt0082088,Bodas de sangre,1.079136690647482
tt6384376,Colours of Innocence,1.079136690647482
tt0093223,House of Games,1.079136690647482
tt0480249,I Am Legend,1.0714285714285714
tt5891122,Life and Nothing More,1.0714285714285714
tt0104454,Howards End,1.0714285714285714
tt6253688,Stranger in Paradise,1.0638297872340425
tt6515470,Rey,1.056338028169014
tt0477347,Night at the Museum,1.048951048951049
tt5990474,Columbus,1.048951048951049
tt1130884,Shutter Island,1.0432965384203194
tt0443706,Zodiac,1.0427129942471007
tt0086022,Nostalghia,1.0416666666666667
tt0059578,Per qualche dollaro in più,1.0416666666666667
tt0061809,In Cold Blood,1.0416666666666667
tt5222918,Toivon tuolla puolen,1.0416666666666667
tt2322441,Fifty Shades of Grey,1.0416666666666667
tt0206634,Children of Men,1.0412885662431943
tt0185937,The Blair Witch Project,1.0400616332819723
tt0974015,Justice League,1.0344827586206897
tt5451244,El autor,1.0344827586206897
tt0086541,Videodrome,1.0344827586206897
tt0077631,Grease,1.0296010296010296
tt3731562,Kong: Skull Island,1.0273972602739727
tt0085701,The Hunger,1.0273972602739727
tt0073692,Shampoo,1.0273972602739727
tt7259986,Ava,1.0273972602739727
tt0055031,Judgment at Nuremberg,1.0273972602739727
tt0758758,Into the Wild,1.021350087842063
tt7224496,Los Versos del Olvido,1.0204081632653061
tt0472181,The Smurfs,1.0204081632653061
tt0443680,The Assassination of Jesse James by the Coward Robert Ford,1.0170857511283042
tt1216475,Cars 2,1.0135135135135136
tt6209282,Ex Libris: The New York Public Library,1.0135135135135136
tt0405508,Rang De Basanti,1.0135135135135136
tt6510954,Dröm vidare,1.0067114093959733
tt0448694,Puss in Boots,1.0067114093959733
tt0089276,La historia oficial,1.0067114093959733
tt4701660,Mei ren yu,1.0
tt0093608,Nekromantik,1.0
tt0059229,Giulietta degli spiriti,1.0
tt5157326,Western,1.0
tt0120591,Armageddon,0.9933774834437086
tt0015163,The Navigator,0.9933774834437086
tt6576482,Qing ting zhi yan,0.9933774834437086
tt7095054,Pomegranate Orchard,0.9868421052631579
tt0118749,Boogie Nights,0.9868421052631579
tt1637725,Ted,0.9803921568627451
tt5915734,Riven chornoho,0.9803921568627451
tt0055018,The Innocents,0.9803921568627451
tt6590488,Holy Air,0.974025974025974
tt1954470,Gangs of Wasseypur,0.974025974025974
tt0090563,37°2 le matin,0.974025974025974
tt0095467,Krótki film o milosci,0.974025974025974
tt2179136,American Sniper,0.974025974025974
tt5584796,Teheran Tabu,0.967741935483871
tt0120755,Mission: Impossible II,0.967741935483871
tt0096028,Salaam Bombay!,0.967741935483871
tt5337986,Amok,0.9615384615384616
tt0097223,Dom za vesanje,0.9615384615384616
tt1515091,Sherlock Holmes: A Game of Shadows,0.9615384615384616
tt6776462,Lerd,0.9554140127388535
tt0094964,Dead Ringers,0.9554140127388535
tt0319262,The Day After Tomorrow,0.9554140127388535
tt0108399,True Romance,0.9554140127388535
tt4967220,Keep the Change,0.9493670886075949
tt1280558,A Wednesday,0.9493670886075949
tt3385516,X-Men: Apocalypse,0.9493670886075949
tt1661199,Cinderella,0.9433962264150944
tt7085058,Shigatsu no nagai yume,0.9433962264150944
tt0290334,X2,0.9424603174603174
tt5034090,Blind & Hässlich,0.9375
tt1323594,Despicable Me,0.9375
tt0096895,Batman,0.9372670145915433
tt0096438,Who Framed Roger Rabbit,0.9329212454212454
tt6260534,Radio Kobanî,0.9316770186335404
tt0097108,"The Cook, the Thief, His Wife & Her Lover",0.9316770186335404
tt0086617,The Year of Living Dangerously,0.9316770186335404
tt1217209,Brave,0.9316770186335404
tt0015064,Der letzte Mann,0.9316770186335404
tt0073707,Sholay,0.9316770186335404
tt0087800,A Nightmare on Elm Street,0.9259259259259259
tt0816711,World War Z,0.9259259259259259
tt5820148,Afterlov,0.9259259259259259
tt0374887,Munna Bhai M.B.B.S.,0.9259259259259259
tt1454029,The Help,0.9256192396313364
tt0109117,Andaz Apna Apna,0.9202453987730062
tt6919908,Woman and the Glacier,0.9202453987730062
tt0245712,Amores perros,0.9196321471411435
tt0095497,The Last Temptation of Christ,0.9146341463414634
tt0242519,Hera Pheri,0.9146341463414634
tt4373956,Tereddüt,0.9146341463414634
tt0100998,Yume,0.9146341463414634
tt4135326,Lane 1974,0.9090909090909091
tt2119532,Hacksaw Ridge,0.9090909090909091
tt1663202,The Revenant,0.9090909090909091
tt0054632,L'année dernière à Marienbad,0.9090909090909091
tt0351283,Madagascar,0.9036144578313253
tt7193882,"Sallah, Po Ze Eretz Yisrael",0.9036144578313253
tt0101458,Bis ans Ende der Welt,0.8982035928143712
tt0831387,Godzilla,0.8982035928143712
tt6777056,Tesnota,0.8928571428571429
tt0462538,The Simpsons Movie,0.8928571428571429
tt3170832,Room,0.8928571428571429
tt0064106,Le boucher,0.8875739644970414
tt4540384,A Fábrica de Nada,0.8875739644970414
tt5339226,Back for Good,0.8823529411764706
tt0988045,Sherlock Holmes,0.8823529411764706
tt3740066,Pop Aye,0.8771929824561403
tt0104684,Lat sau san taam,0.8771929824561403
tt2267968,Kung Fu Panda 3,0.8771929824561403
tt0113627,Leaving Las Vegas,0.8771929824561403
tt0098253,Santa Sangre,0.8769238032291569
tt0348150,Superman Returns,0.8727615601619036
tt0105151,The Player,0.872093023255814
tt1291584,Warrior,0.872093023255814
tt5791536,Chemi Bednieri Ojakhi,0.872093023255814
tt0478970,Ant-Man,0.8670520231213873
tt0055082,"Léon Morin, prêtre",0.8670520231213873
tt6456798,Un Secreto en la Caja,0.8670520231213873
tt0290002,Meet the Fockers,0.8620689655172413
tt6150050,Happy Bus Day,0.8620689655172413
tt0128445,Rushmore,0.8571428571428571
tt0099653,Ghost,0.8571428571428571
tt5974388,Bar Bahar,0.8571428571428571
tt6214084,Ise yarar bir sey,0.8522727272727273
tt0043972,The River,0.8522727272727273
tt0045112,Saikaku ichidai onna,0.847457627118644
tt6152546,Pariente,0.847457627118644
tt2357291,Rio 2,0.847457627118644
tt1340800,Tinker Tailor Soldier Spy,0.8445581896551724
tt3874544,The Boss Baby,0.8426966292134831
tt0033704,Hellzapoppin',0.8426966292134831
tt4922008,The Blue Years,0.8426966292134831
tt0120735,"Lock, Stock and Two Smoking Barrels",0.8379888268156425
tt0332452,Troy,0.8379888268156425
tt5207166,Rekvijem za gospodju J,0.8379888268156425
tt5690244,Machines,0.8333333333333334
tt0065466,Beyond the Valley of the Dolls,0.8287292817679558
tt4778424,El Cristo Ciego,0.8287292817679558
tt0093010,Fatal Attraction,0.828483396097227
tt0117998,Twister,0.8241758241758241
tt7307826,Shu'our akbar min el hob,0.8241758241758241
tt0029192,Make Way for Tomorrow,0.8241758241758241
tt0076666,Saturday Night Fever,0.8223985153043887
tt1291150,Teenage Mutant Ninja Turtles,0.819672131147541
tt1305806,El secreto de sus ojos,0.819672131147541
tt0117398,La promesse,0.8152173913043478
tt6368132,Pendular,0.8152173913043478
tt1623205,Oz the Great and Powerful,0.8152173913043478
tt0066999,Dirty Harry,0.8152173913043478
tt0019130,The Man Who Laughs,0.8108108108108109
tt5226984,Tom of Finland,0.8108108108108109
tt0800320,Clash of the Titans,0.8108108108108109
tt0475276,United 93,0.8064516129032258
tt7230476,Pela Janela,0.8064516129032258
tt3450958,War for the Planet of the Apes,0.8064516129032258
tt0117883,Tesis,0.8064516129032258
tt0092099,Top Gun,0.8058608058608059
tt0808151,Angels & Demons,0.8021390374331551
tt0051411,The Big Country,0.8021390374331551
tt4936450,Bacalaureat,0.8021390374331551
tt1436562,Rio,0.7978723404255319
tt0332379,The School of Rock,0.7978723404255319
tt5749748,Reseba,0.7978723404255319
tt0119167,Funny Games,0.7936507936507936
tt0315327,Bruce Almighty,0.7936507936507936
tt4771932,Hymyilevä mies,0.7894736842105263
tt0094737,Big,0.7894736842105263
tt0111257,Speed,0.788521286704992
tt0098532,Tulitikkutehtaan tyttö,0.7853403141361257
tt5210324,Almacenados,0.7853403141361257
tt1318514,Rise of the Planet of the Apes,0.78125
tt6270212,Manhole,0.78125
tt0110148,Interview with the Vampire: The Vampire Chronicles,0.7785060347279873
tt0356910,Mr. & Mrs. Smith,0.7772020725388601
tt0109707,Ed Wood,0.7772020725388601
tt5221584,Aquarius,0.7772020725388601
tt5791966,Los Globos,0.7731958762886598
tt0099785,Home Alone,0.7731958762886598
tt0046912,Dial M for Murder,0.7731958762886598
tt5937296,Slava,0.7692307692307693
tt0367594,Charlie and the Chocolate Factory,0.7653061224489796
