Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
39,tt0020298,2014-05-20,2014-05-20,,Queen Kelly,https://www.imdb.com/title/tt0020298/,movie,7.2,101,1932,Drama,2985,1932-10-18,"Erich von Stroheim, Richard Boleslawski"
40,tt0018217,2014-05-20,2014-05-20,,Oktyabr,https://www.imdb.com/title/tt0018217/,movie,7.4,142,1927,"Drama, History",6458,1927-11-07,"Grigoriy Aleksandrov, Sergei M. Eisenstein"
41,tt0003740,2014-05-20,2014-05-20,,Cabiria,https://www.imdb.com/title/tt0003740/,movie,7.1,148,1914,"Adventure, Drama, History, War",2845,1914-04-18,Giovanni Pastrone
42,tt0013556,2014-05-20,2014-05-20,,Robin Hood,https://www.imdb.com/title/tt0013556/,movie,7.2,143,1922,"Adventure, Family, Romance",1885,1922-10-18,Allan Dwan
43,tt0018839,2014-05-20,2014-05-20,,The Docks of New York,https://www.imdb.com/title/tt0018839/,movie,7.5,76,1928,"Crime, Drama, Film-Noir, Romance",3608,1928-09-15,Josef von Sternberg
44,tt0000439,2014-05-20,2014-05-20,,The Great Train Robbery,https://www.imdb.com/title/tt0000439/,short,7.3,11,1903,"Short, Action, Crime, Western",15697,1903-12-31,Edwin S. Porter
45,tt0012494,2014-05-20,2014-05-20,,Der müde Tod,https://www.imdb.com/title/tt0012494/,movie,7.7,97,1921,"Drama, Fantasy, Thriller",4705,1921-10-06,Fritz Lang
46,tt0019412,2014-05-20,2014-05-20,,Speedy,https://www.imdb.com/title/tt0019412/,movie,7.7,85,1928,"Action, Comedy, Family",2986,1928-04-07,Ted Wilde
47,tt0019344,2014-05-20,2014-05-20,,Sadie Thompson,https://www.imdb.com/title/tt0019344/,movie,7.2,97,1928,Drama,2425,1928-01-07,Raoul Walsh
48,tt0013662,2014-05-20,2014-05-20,,Tess of the Storm Country,https://www.imdb.com/title/tt0013662/,movie,6.9,137,1922,"Drama, Romance",397,1922-11-12,John S. Robertson
49,tt0014624,2014-05-20,2014-05-20,,A Woman of Paris: A Drama of Fate,https://www.imdb.com/title/tt0014624/,movie,7.0,82,1923,"Drama, Romance",4434,1923-09-26,Charles Chaplin
50,tt0011387,2014-05-20,2014-05-20,,The Last of the Mohicans,https://www.imdb.com/title/tt0011387/,movie,6.7,73,1920,"Action, Adventure, Drama",1054,1920-10-28,"Clarence Brown, Maurice Tourneur"
51,tt0016473,2014-05-20,2014-05-20,,The Unholy Three,https://www.imdb.com/title/tt0016473/,movie,7.2,86,1925,"Crime, Drama, Romance",1551,1925-07-04,Tod Browning
52,tt0017128,2014-05-20,2014-05-20,,Mat,https://www.imdb.com/title/tt0017128/,movie,7.5,89,1926,Drama,2270,1926-10-11,Vsevolod Pudovkin
53,tt0005078,2014-05-20,2014-05-20,,The Cheat,https://www.imdb.com/title/tt0005078/,movie,6.6,59,1915,"Drama, Romance",2219,1915-12-13,Cecil B. DeMille
54,tt0016481,2014-05-20,2014-05-20,,Varieté,https://www.imdb.com/title/tt0016481/,movie,7.4,72,1925,"Crime, Drama, Romance",871,1925-11-16,Ewald André Dupont
55,tt0015842,2014-05-20,2014-05-20,,Die freudlose Gasse,https://www.imdb.com/title/tt0015842/,movie,7.2,125,1925,Drama,1304,1925-05-18,Georg Wilhelm Pabst
56,tt0019688,2014-05-20,2014-05-20,,Big Business,https://www.imdb.com/title/tt0019688/,short,7.7,19,1929,"Short, Comedy, Family",2615,1929-04-20,"Leo McCarey, James W. Horne"
57,tt0020030,2014-05-20,2014-05-20,,The Iron Mask,https://www.imdb.com/title/tt0020030/,movie,7.1,95,1929,"Adventure, Drama, History, Romance",1091,1929-02-21,Allan Dwan
58,tt0018054,2014-05-20,2014-05-20,,The King of Kings,https://www.imdb.com/title/tt0018054/,movie,7.3,155,1927,"Biography, Drama, History",1780,1927-04-19,Cecil B. DeMille
59,tt0015016,2014-05-20,2014-05-20,,The Iron Horse,https://www.imdb.com/title/tt0015016/,movie,7.2,150,1924,"History, Romance, Western",1801,1924-08-28,John Ford
60,tt0011565,2014-05-20,2014-05-20,,The Penalty,https://www.imdb.com/title/tt0011565/,movie,7.4,90,1920,"Crime, Drama, Horror, Thriller",1905,1920-07-30,Wallace Worsley
61,tt0009652,2014-05-20,2014-05-20,,Stella Maris,https://www.imdb.com/title/tt0009652/,movie,6.7,84,1918,Drama,1327,1918-01-21,Marshall Neilan
62,tt0018526,2014-05-20,2014-05-20,,Underworld,https://www.imdb.com/title/tt0018526/,movie,7.6,80,1927,"Crime, Drama, Film-Noir, Romance",2312,1927-08-20,"Arthur Rosson, Josef von Sternberg"
