Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
11,tt0032455,2013-05-01,2013-05-01,,Fantasia,https://www.imdb.com/title/tt0032455/,movie,7.8,125,1940,"Animation, Family, Fantasy, Music",83420,1940-11-13,"Ben Sharpsteen, Samuel Armstrong, Hamilton Luske, Paul Satterfield, James Algar, Jim Handley, David Hand, Ford Beebe Jr., Wilfred Jackson, T. Hee, Norman Ferguson, Bill Roberts"
12,tt0033804,2013-05-01,2013-05-01,,The Lady Eve,https://www.imdb.com/title/tt0033804/,movie,7.8,94,1941,"Comedy, Romance",17740,1941-02-25,Preston Sturges
13,tt0035446,2013-05-01,2013-05-01,,To Be or Not to Be,https://www.imdb.com/title/tt0035446/,movie,8.3,99,1942,"Comedy, War",24025,1942-02-19,Ernst Lubitsch
14,tt0037674,2013-05-01,2013-05-01,,Les enfants du paradis,https://www.imdb.com/title/tt0037674/,movie,8.4,189,1945,"Drama, Romance",17109,1945-03-09,Marcel Carné
15,tt0038348,2013-05-01,2013-05-01,,La belle et la bête,https://www.imdb.com/title/tt0038348/,movie,7.9,96,1946,"Drama, Fantasy, Romance",22797,1946-09-25,"Jean Cocteau, René Clément"
16,tt0038890,2013-05-01,2013-05-01,,Roma città aperta,https://www.imdb.com/title/tt0038890/,movie,8.1,103,1945,"Drama, Thriller, War",21117,1945-09-24,Roberto Rossellini
17,tt0038823,2013-07-30,2013-07-30,,Paisà,https://www.imdb.com/title/tt0038823/,movie,7.7,126,1946,"Drama, War",6548,1946-09-18,Roberto Rossellini
18,tt0039417,2013-07-30,2013-07-30,,Germania anno zero,https://www.imdb.com/title/tt0039417/,movie,7.9,78,1948,"Drama, War",9168,1948-07-09,Roberto Rossellini
19,tt0040725,2013-05-01,2013-05-01,,The Red Shoes,https://www.imdb.com/title/tt0040725/,movie,8.2,135,1948,"Drama, Music, Romance",26415,1948-07-22,"Michael Powell, Emeric Pressburger"
20,tt0040338,2013-05-01,2013-05-01,,The Fallen Idol,https://www.imdb.com/title/tt0040338/,movie,7.7,95,1948,"Drama, Mystery, Thriller",7202,1948-08-31,Carol Reed
21,tt0041154,2013-05-01,2013-05-01,,Banshun,https://www.imdb.com/title/tt0041154/,movie,8.3,108,1949,Drama,12632,1949-09-13,Yasujirô Ozu
